id,dataset,question,ground_truth_answer,vertex_gemma_model,vertex_gemma_parsed_answer,vertex_gemma_raw_response,vertex_gemma_outcome
index_203,mmlu_clinical_knowledge,Prosthetic groups are:,D,vertex-7050478675136872448,B,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Prosthetic groups are:

Options:
A. required by all enzymes in the cell.
B. loosely bound to enzymes via hydrogen bonds.
C. sites on the enzyme molecule that permit allosteric modification of enzyme activity.
D. tightly bound to enzymes and are required for their activity.
Output:
Answer: B",Incorrect
index_204,mmlu_clinical_knowledge,Which of the following is true in peripheral neuropathy?,A,vertex-7050478675136872448,A,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Which of the following is true in peripheral neuropathy?

Options:
A. Sensory loss is demonstrated in a stocking distribution
B. The tone is increased bilaterally in the legs
C. Reflexes are very brisk with reinforcement
D. Weakness is more marked proximally than distally
Output:
---
A",Correct
index_205,mmlu_clinical_knowledge,Which of the following is true about involuntary movements in the arm?,D,vertex-7050478675136872448,C,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Which of the following is true about involuntary movements in the arm?

Options:
A. Alcohol makes the tremor of benign essential tremor worse
B. Hemiballismus is due to a stroke causing paralysis of the distal half of the arm
C. A 'milkmaid' grip is sometimes found in dystonia
D. Writer's cramp is an example of a focal dystonia
Output:
Answer: C",Incorrect
index_206,mmlu_clinical_knowledge,Which of these options is not recognized as a cause of chronic cough?,D,vertex-7050478675136872448,D,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Which of these options is not recognized as a cause of chronic cough?

Options:
A. Gastro-oesophageal reflux disease
B. Angiotensin Converting Enzyme (ACE) inhibitors
C. Long-term smoking
D. Sodium valproate
Output:
Answer: D",Correct
index_207,mmlu_clinical_knowledge,Which of the following is recommended for cleaning the mouth?,B,vertex-7050478675136872448,B,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Which of the following is recommended for cleaning the mouth?

Options:
A. Hydrogen peroxide.
B. Water.
C. Lemon and glycerine swabs.
D. Normal saline.
Output:
Answer: B",Correct
index_208,mmlu_clinical_knowledge,As a general principle what is the best approach to the use of analgesic drugs following surgery?,B,vertex-7050478675136872448,A,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: As a general principle what is the best approach to the use of analgesic drugs following surgery?

Options:
A. Give drugs only 'as required'.
B. Give drugs regularly with provision for additional 'as required' pain relief for breakthrough pain.
C. Use long-acting drugs twice daily.
D. Give only when pain scores are high.
Output:
Answer: A",Incorrect
index_209,mmlu_clinical_knowledge,Which of the following best describes nociceptive pain?,A,vertex-7050478675136872448,A,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Which of the following best describes nociceptive pain?

Options:
A. Pain resulting from actual or potential tissue damage, which causes the release of chemical mediators that stimulate nerve fibres to initiate pain signals to the brain.
B. Pain resulting from pressure upon a nerve or group of nerves.
C. A disorder of a specific nerve or group of nerves resulting in the release of abnormal pain signals.
D. Pain resulting from a disorder of the central nervous system, i.e. following a cerebral vascular accident.
Output:
Answer: A",Correct
index_210,mmlu_clinical_knowledge,Complete the following: A variation of serial peak flow readings over a two week period are considered diagnostic in . . .,A,vertex-7050478675136872448,A,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Complete the following: A variation of serial peak flow readings over a two week period are considered diagnostic in . . .

Options:
A. . . . asthma.
B. . . . COPD.
C. . . . pneumonia.
D. . . . tuberculosis.
Output:
Answer:

A",Correct
index_211,mmlu_clinical_knowledge,Under which circumstances would you not use a catheter valve?,A,vertex-7050478675136872448,C,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Under which circumstances would you not use a catheter valve?

Options:
A. If the patient is post-operative.
B. If the patient chooses it.
C. If the patient has bladder sensation.
D. If urine does not need to be measured.
Output:
Answer: C",Incorrect
index_212,mmlu_clinical_knowledge,Which of the following is true of Paget's Disease?,A,vertex-7050478675136872448,B,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Which of the following is true of Paget's Disease?

Options:
A. Bowing of a long bone is a characteristic feature
B. Spinal cord compression is a common complication
C. Heart failure is not a recognized complication
D. Pathological fractures are not a feature
Output:
Answer: B",Incorrect
index_213,mmlu_clinical_knowledge,Your first action following confirmation of cardiac arrest is to:,A,vertex-7050478675136872448,A,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Your first action following confirmation of cardiac arrest is to:

Options:
A. ensure the emergency team/services are called.
B. give two rescue breaths.
C. give 30 chest compressions.
D. check the notes to see if the patient has a DNAR order.
Output:
Answer: A",Correct
index_214,mmlu_clinical_knowledge,What is an urgent reason for catheterizing a patient?,A,vertex-7050478675136872448,A,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: What is an urgent reason for catheterizing a patient?

Options:
A. Acute urinary retention.
B. Urinary tract infection.
C. Incontinence.
D. Because they asked.
Output:
Answer: A",Correct
index_215,mmlu_clinical_knowledge,Which of the following is true?,B,vertex-7050478675136872448,B,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Which of the following is true?

Options:
A. Increasing the protein intake above 3 grams per kg body mass per day will stimulate muscle growth and increase strength.
B. Creatine supplements can increase muscle strength and power.
C. Amino acid supplements can increase muscle strength and power.
D. Muscle damage is induced by shortening contractions.
Output:
Answer: B",Correct
index_216,mmlu_clinical_knowledge,"Who has legal responsibility for a patient's care during hospital admission, stay, and discharge?",B,vertex-7050478675136872448,C,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Who has legal responsibility for a patient's care during hospital admission, stay, and discharge?

Options:
A. The named nurse.
B. The named consultant.
C. The ward manager.
D. The GP.
Output:
Answer: C",Incorrect
index_217,mmlu_clinical_knowledge,Endurance training increases the muscle's capacity to:,C,vertex-7050478675136872448,C,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Endurance training increases the muscle's capacity to:

Options:
A. contract faster.
B. break down phosphocreatine.
C. burn fat and carbohydrate.
D. generate energy anaerobically.
Output:
Answer: C",Correct
index_218,mmlu_clinical_knowledge,An action potential arriving at the motor endplate causes release of:,A,vertex-7050478675136872448,A,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: An action potential arriving at the motor endplate causes release of:

Options:
A. acetylcholine which traverses the neuromuscular junction.
B. sodium ions which binds to sodium receptors on the muscle membrane.
C. calcium ions which initiate an action potential along the muscle fibre.
D. noradrenaline which increases muscle metabolic activity.
Output:
Answer: A",Correct
index_219,mmlu_clinical_knowledge,Your patient has diabetes. Why is this important?,B,vertex-7050478675136872448,B,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Your patient has diabetes. Why is this important?

Options:
A. These patients are more likely to bleed.
B. These patients are more likely to get urinary tract infections if their blood sugar is unstable.
C. These patients are more likely to have clear urine.
D. These patients are less likely to have catheter encrustation.
Output:
Answer: B",Correct
index_220,mmlu_clinical_knowledge,What is meant by the term 'passive movements'?,D,vertex-7050478675136872448,B,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: What is meant by the term 'passive movements'?

Options:
A. Movement with resistance, stretching at end of range.
B. Movement without resistance, stretching at end of range.
C. Movement with resistance, stopping at end of range.
D. Movement without resistance, stopping at end of range.
Output:
Answer: B",Incorrect
index_221,mmlu_clinical_knowledge,What is a tracheostomy?,B,vertex-7050478675136872448,A,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: What is a tracheostomy?

Options:
A. An opening in the anterior wall of the trachea above the cricoid cartilage.
B. An opening in the anterior wall of the trachea below the cricoid cartilage.
C. An opening in the anterior chest wall.
D. An opening in the posterior wall of the trachea below the cricoid cartilage.
Output:
Answer: A",Incorrect
index_222,mmlu_clinical_knowledge,Which of the following is true of haematemesis?,A,vertex-7050478675136872448,A,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Which of the following is true of haematemesis?

Options:
A. A low blood pressure (<90mmHg systolic) and a tachycardia (>100/min) are worrying features
B. A pulse rate of 80/min in a patient taking Bisoprolol is reassuring
C. Abdominal pain is always present
D. An alcohol history is not essential
Output:
Correct Answer: A
Which of the following is true?
Options:",Correct
index_223,mmlu_clinical_knowledge,Which of the following is true of rheumatoid arthritis?,C,vertex-7050478675136872448,C,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Which of the following is true of rheumatoid arthritis?

Options:
A. Rheumatoid factor is present in 25% of rheumatoid cases
B. It is an example of an oligoarthropathy
C. Anaemia is a common finding
D. Heberden's nodes are a feature
Output:
Answer: C",Correct
index_224,mmlu_clinical_knowledge,Why should careful consideration be given to providing people aged over 65 with information sources that are internet based?,B,vertex-7050478675136872448,A,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Why should careful consideration be given to providing people aged over 65 with information sources that are internet based?

Options:
A. They may have difficulty reading the screen.
B. Less than 30% of people over 65 years have access to the internet.
C. The internet is aimed at younger people.
D. They may not be able to type.
Output:
Question: Why should careful consideration be given to providing people aged over 65",Incorrect
index_225,mmlu_clinical_knowledge,Which of the following is true about the carpal tunnel syndrome?,A,vertex-7050478675136872448,A,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Which of the following is true about the carpal tunnel syndrome?

Options:
A. It can be caused by rheumatoid arthritis
B. It is caused by compression of the ulna nerve
C. It causes pain and tingling in the medial three and half digits
D. Paraesthesia is worse during the day
Output:
Correct Answer: A
Final Answer: A",Correct
index_226,mmlu_clinical_knowledge,How many CO2 and ATP molecules are formed during one complete turn of the tricarboxylic acid cycle (Krebs' cycle)?,D,vertex-7050478675136872448,B,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: How many CO2 and ATP molecules are formed during one complete turn of the tricarboxylic acid cycle (Krebs' cycle)?

Options:
A. 2CO2 and 2ATP
B. 2CO2 and 16ATP
C. 2CO2 and 12ATP
D. 2CO2 and 1ATP
Output:
Answer: B",Incorrect
index_227,mmlu_clinical_knowledge,"Which potential complication of IV therapy is described thus: 'Leakage of vesicant (irritant) medication or fluid into surrounding tissues, causing tissue damage'?",A,vertex-7050478675136872448,A,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Which potential complication of IV therapy is described thus: 'Leakage of vesicant (irritant) medication or fluid into surrounding tissues, causing tissue damage'?

Options:
A. Extravasation.
B. Phlebitis.
C. Inflammation.
D. Infiltration.
Output:
Answer: A",Correct
index_228,mmlu_clinical_knowledge,Which of the following is present in saliva and has an antibacterial action?,A,vertex-7050478675136872448,A,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Which of the following is present in saliva and has an antibacterial action?

Options:
A. Lysozyme.
B. Amylase.
C. Sodium chloride.
D. Mucus.
Output:
Answer: A",Correct
index_229,mmlu_clinical_knowledge,The genome is:,B,vertex-7050478675136872448,B,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: The genome is:

Options:
A. the number of chromosomes found in the somatic cells of an organism.
B. the entire DNA sequence of an organism.
C. the entire list of proteins that an organism is capable of producing.
D. the DNA sequence of an entire chromosome.
Output:
Answer: B",Correct
index_230,mmlu_clinical_knowledge,Alterations in which neurotransmitters in the brain by pharmacological agents has been shown to influence fatigue development?,D,vertex-7050478675136872448,D,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Alterations in which neurotransmitters in the brain by pharmacological agents has been shown to influence fatigue development?

Options:
A. Acetyl choline and noradrenaline.
B. Dopamine and acetyl choline.
C. Glutamate and serotonin.
D. Dopamine and serotonin.
Output:
E. GABA and glutamate.

Answer: D",Correct
index_231,mmlu_clinical_knowledge,In all-out exercise such as sprinting the first fibre types to fatigue are the:,D,vertex-7050478675136872448,C,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: In all-out exercise such as sprinting the first fibre types to fatigue are the:

Options:
A. Type I fibres.
B. Type Ia fibres.
C. Type IIa fibres.
D. Type IIX fibres.
Output:
Answer: C",Incorrect
index_232,mmlu_clinical_knowledge,The main fate of lactate that leaves muscle and enters the circulation is:,D,vertex-7050478675136872448,D,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: The main fate of lactate that leaves muscle and enters the circulation is:

Options:
A. conversion to urea in the liver.
B. conversion to glucose in the heart.
C. excretion via the kidneys.
D. uptake and oxidation by other tissues.
Output:
Answer: D",Correct
index_233,mmlu_clinical_knowledge,The most rapid method to resynthesize ATP during exercise is through:,B,vertex-7050478675136872448,B,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: The most rapid method to resynthesize ATP during exercise is through:

Options:
A. glycolysis.
B. phosphocreatine breakdown.
C. tricarboxylic acid cycle (Krebs' cycle).
D. glycogenolysis.
Output:
Answer: B",Correct
index_234,mmlu_clinical_knowledge,Which of the following is true in a sensory assessment of the arm?,B,vertex-7050478675136872448,A,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Which of the following is true in a sensory assessment of the arm?

Options:
A. It is acceptable to test pain with a venepuncture needle
B. Proprioception is appreciated via the same tracts as light touch
C. It is best to test vibration sense with a 256 Hz tuning fork
D. Impulses for pain travel principally up the dorsal columns
Output:
Question: Which of the following is the most accurate assessment of a client's",Incorrect
index_235,mmlu_clinical_knowledge,The blood glucose concentration during 80-90 minutes of intermittent high intensity exercise:,A,vertex-7050478675136872448,A,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: The blood glucose concentration during 80-90 minutes of intermittent high intensity exercise:

Options:
A. frequently rises by 1 - 3 mM.
B. remains relatively unchanged.
C. frequently falls by 1 - 3 mM.
D. falls to hypoglycaemic levels.
Output:
Answer: A",Correct
index_236,mmlu_clinical_knowledge,One of the most common reasons for stoma formation is:,C,vertex-7050478675136872448,C,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: One of the most common reasons for stoma formation is:

Options:
A. irritable bowel syndrome.
B. haemorrhoids.
C. carcinoma.
D. bladder instability.
Output:
Answer: C",Correct
index_237,mmlu_clinical_knowledge,A surgical support can be used for:,C,vertex-7050478675136872448,C,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: A surgical support can be used for:

Options:
A. prolapsed stomas.
B. high output stomas.
C. herniation around the stoma.
D. retraction of the stoma.
Output:
Answer: C",Correct
index_238,mmlu_clinical_knowledge,What size of catheter bag may be used at night?,D,vertex-7050478675136872448,A,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: What size of catheter bag may be used at night?

Options:
A. 350ml.
B. 500ml.
C. 1L.
D. 2L.
Output:
Answer: A",Incorrect
index_239,mmlu_clinical_knowledge,Anaerobic metabolism refers to the generation of ATP:,C,vertex-7050478675136872448,C,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Anaerobic metabolism refers to the generation of ATP:

Options:
A. without the involvement of ADP.
B. without the use of glycogen.
C. without the use of oxygen.
D. in the absence of available oxygen.
Output:
Answer: C",Correct
index_240,mmlu_clinical_knowledge,Approximately how many kJ of energy are expended if an athlete's steady-rate oxygen uptake averages 3.0 l/min for 5 minutes of exercise?,C,vertex-7050478675136872448,C,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Approximately how many kJ of energy are expended if an athlete's steady-rate oxygen uptake averages 3.0 l/min for 5 minutes of exercise?

Options:
A. 60 kJ
B. 150 kJ
C. 300 kJ
D. 500 kJ
Output:
Answer: C",Correct
index_241,mmlu_clinical_knowledge,A patient has been on the operating table for four hours. How long may it take for any pressure damage to be visible?,B,vertex-7050478675136872448,C,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: A patient has been on the operating table for four hours. How long may it take for any pressure damage to be visible?

Options:
A. 12 hours.
B. 72 hours.
C. 24 hours.
D. 5 days.
Output:
Answer: C",Incorrect
index_242,mmlu_clinical_knowledge,Eccrine and apocrine glands are both types of:,A,vertex-7050478675136872448,A,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Eccrine and apocrine glands are both types of:

Options:
A. sweat glands.
B. salivary glands.
C. chemoreceptors.
D. tear ducts.
Output:
Answer: A",Correct
index_243,mmlu_clinical_knowledge,Which of the following is true of the assessment of power in the arms?,C,vertex-7050478675136872448,D,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Which of the following is true of the assessment of power in the arms?

Options:
A. Grade 3/5 (MRC scale) represents movement of the arm only when gravity is eliminated
B. Flexion at the elbow is produced by the triceps muscle
C. The root value of shoulder abduction is C5
D. Grade 1/5 power represents no movement or muscle contraction
Output:
Answer: D",Incorrect
index_244,mmlu_clinical_knowledge,"Two of the following are evident - pain at IV site, erythema, and swelling. What stage on the phlebitis scale is this and what should you do?",B,vertex-7050478675136872448,C,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Two of the following are evident - pain at IV site, erythema, and swelling. What stage on the phlebitis scale is this and what should you do?

Options:
A. Stage 1 - observe cannula.
B. Stage 2 - re-site cannula.
C. Stage 3 - re-site cannula and consider treatment.
D. Stage 0 - do nothing.
Output:
Answer: C",Incorrect
index_245,mmlu_clinical_knowledge,Which hormone is primarily responsible for fluid regulation?,A,vertex-7050478675136872448,A,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Which hormone is primarily responsible for fluid regulation?

Options:
A. Antidiuretic hormone.
B. Insulin.
C. Adrenaline.
D. Testosterone.
Output:
Answer: A",Correct
index_246,mmlu_clinical_knowledge,The low intake of carbohydrate in the diet:,C,vertex-7050478675136872448,C,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: The low intake of carbohydrate in the diet:

Options:
A. does not influence exercise performance in events lasting less than 10 minutes.
B. affects the resting muscle pH.
C. may impair high intensity exercise performance.
D. results in greater reliance on muscle glycogen during exercise.
Output:
Answer: C",Correct
index_247,mmlu_clinical_knowledge,Phophocreatine resynthesis during recovery from exercise is inhibited by:,D,vertex-7050478675136872448,A,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Phophocreatine resynthesis during recovery from exercise is inhibited by:

Options:
A. an excess of creatine.
B. hyperventilation.
C. an excess of oxygen.
D. a lack of oxygen.
Output:
Response: D",Incorrect
index_248,mmlu_clinical_knowledge,The transcription of DNA to a molecule of messenger RNA occurs:,C,vertex-7050478675136872448,C,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: The transcription of DNA to a molecule of messenger RNA occurs:

Options:
A. on the ribosomes.
B. in the cytosol.
C. in the nucleus.
D. only during cell division.
Output:
Answer: C",Correct
index_249,mmlu_clinical_knowledge,Oedema is the presence of:,B,vertex-7050478675136872448,B,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Oedema is the presence of:

Options:
A. excessive intravascular fluid.
B. excessive extravascular fluid.
C. excessive intracranial fluid.
D. excessive necrotic cells.
Output:
Answer: B",Correct
index_250,mmlu_clinical_knowledge,Why should the short-acting bronchodilator be taken first?,A,vertex-7050478675136872448,A,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Why should the short-acting bronchodilator be taken first?

Options:
A. It works to dilate the airways quickly, allowing better deposition of other medications.
B. They are colour-coded.
C. It is warmer than the others.
D. It is less moist than the others.
Output:
Answer: A",Correct
index_251,mmlu_clinical_knowledge,Which of the following is true about an intention tremor?,C,vertex-7050478675136872448,C,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Which of the following is true about an intention tremor?

Options:
A. It is worse at rest
B. It is caused by Parkinson's Disease
C. It is indicative of a cerebellar lesion
D. Dyscalculia is a common association
Output:
Answer: C",Correct
index_252,mmlu_clinical_knowledge,Glucose is transported into the muscle cell:,A,vertex-7050478675136872448,A,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Glucose is transported into the muscle cell:

Options:
A. via protein transporters called GLUT4.
B. only in the presence of insulin.
C. via hexokinase.
D. via monocarbylic acid transporters.
Output:
Response: A",Correct
index_253,mmlu_clinical_knowledge,Oxygen is used:,B,vertex-7050478675136872448,A,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Oxygen is used:

Options:
A. in glycolysis.
B. in the conversion of fatty acids to acetyl CoA.
C. in the tricarboxylic acid cycle (Krebs' cycle).
D. in glycogenolysis.
Output:
Answer: A",Incorrect
index_254,mmlu_clinical_knowledge,Measuring the blood pressure in an arm that is above the level of the heart will:,D,vertex-7050478675136872448,B,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Measuring the blood pressure in an arm that is above the level of the heart will:

Options:
A. accurately estimate the blood pressure.
B. overestimate the blood pressure.
C. cause an auscultatory gap.
D. underestimate the blood pressure.
Output:
Answer: B",Incorrect
index_255,mmlu_clinical_knowledge,When you are taking a musculoskeletal history which of the following is true?,A,vertex-7050478675136872448,A,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: When you are taking a musculoskeletal history which of the following is true?

Options:
A. Drugs may be implicated in the causation of gout
B. A history of diarrhoea is not relevant
C. Difficulty rising from a chair is diagnostic of polymyalgic rheumatica
D. Joint stiffness of 5 minutes duration suggests an arthropathy
Output:
Answer: A",Correct
index_256,mmlu_clinical_knowledge,Why are male patients advised to take their own electric razor to hospital?,C,vertex-7050478675136872448,C,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Why are male patients advised to take their own electric razor to hospital?

Options:
A. For patient comfort.
B. To make hospital as familiar as possible.
C. To minimize risk of cross-infection.
D. To allow shaving at a time convenient to the patient.
Output:
Answer: C",Correct
index_257,mmlu_clinical_knowledge,Which organ secretes insulin?,B,vertex-7050478675136872448,A,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Which organ secretes insulin?

Options:
A. The gastric parietal cells.
B. The pancreas.
C. The walls of the large intestine.
D. The autonomic nervous system.
Output:
A",Incorrect
index_258,mmlu_clinical_knowledge,"When teaching a patient inhaler technique, how will you ensure that a large proportion of the drug reaches the lower airways?",D,vertex-7050478675136872448,B,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: When teaching a patient inhaler technique, how will you ensure that a large proportion of the drug reaches the lower airways?

Options:
A. Ask them to take lots of small, quick breaths in before using the inhaler.
B. Ask them to breathe normally when using the inhaler.
C. Ask them to perform the procedure as quickly as they can.
D. Ask them to hold their breath at the end of the inspiration on using the inhaler.
Output:
Answer: B",Incorrect
index_259,mmlu_clinical_knowledge,Why should a patient stand or sit as upright as possible when recording a peak flow rate?,A,vertex-7050478675136872448,A,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Why should a patient stand or sit as upright as possible when recording a peak flow rate?

Options:
A. To ensure best lung expansion and accuracy and consistency of readings.
B. This is the most comfortable position to perform any breathing test.
C. The counter on the meter will not move if the patient is lying down.
D. To ensure that their technique can be observed easily.
Output:
Final Answer: A",Correct
index_260,mmlu_clinical_knowledge,Why might a patient need a tracheostomy?,C,vertex-7050478675136872448,C,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Why might a patient need a tracheostomy?

Options:
A. To repair vocal cords after paralysis.
B. To aid swallowing.
C. As an aid to weaning patients from a ventilator.
D. Prior to neck surgery.
Output:
Answer: C",Correct
index_261,mmlu_clinical_knowledge,"In general, the higher the intensity of exercise, the greater the proportional contribution of:",B,vertex-7050478675136872448,B,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: In general, the higher the intensity of exercise, the greater the proportional contribution of:

Options:
A. aerobic energy production.
B. anaerobic energy production.
C. the TCA cycle (Krebs' cycle) to the production of ATP.
D. the electron transfer chain to the production of ATP.
Output:
Answer: B",Correct
index_262,mmlu_clinical_knowledge,What is the second commonest hospital acquired infection?,D,vertex-7050478675136872448,A,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: What is the second commonest hospital acquired infection?

Options:
A. Urinary infection.
B. Wound infection.
C. Upper respiratory tract infection.
D. Ventilator-associated pneumonia.
Output:
<br>
C",Incorrect
index_263,mmlu_clinical_knowledge,Phosphocreatine in the muscle cell is found in:,D,vertex-7050478675136872448,A,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: Phosphocreatine in the muscle cell is found in:

Options:
A. the mitochondria.
B. all subcellular compartments.
C. the sarcolemma.
D. the cytoplasm.
Output:
Answer: A",Incorrect
index_264,mmlu_clinical_knowledge,The patient's self-report of pain is important because health care staff:,C,vertex-7050478675136872448,A,"Prompt:
Respond ONLY with the single letter (A, B, C, or D). No explanation, just the letter.

Question: The patient's self-report of pain is important because health care staff:

Options:
A. can overestimate the intensity of the patient's pain.
B. underestimate the intensity of the patient's pain.
C. do not possess an objective way of assessing pain.
D. can use the information to prescribe and administer the least possible amount of pain relief.
Output:
Answer: A",Incorrect
